Designator,Footprint,Quantity,Value,LCSC Part #
"D3, D4",LED_D5.0mm-4_RGB,2,LED_RKGB,C2837020
J2,5034800800,1,503480-0800,C596711
S1,B3S1002,1,B3S-1002,C2733654
