Designator,Mid X,Mid Y,Rotation,Layer
D21,87.85,-116.1,90.0,top
D3,91.74,-114.235,180.0,top
D4,98.355,-114.25,180.0,top
H1,79.089,-105.981,0.0,top
H2,105.089,-114.981,0.0,top
J2,93.95,-105.0,0.0,top
R1,93.7,-109.95,270.0,top
R2,100.25,-109.95,270.0,top
R3,91.1,-109.94,270.0,top
R4,89.85,-109.99,270.0,top
R5,97.7,-109.94,270.0,top
R6,96.45,-109.95,270.0,top
S1,80.92,-114.218,0.0,top
