Designator,Mid X,Mid Y,Rotation,Layer
D22,101.5,-106.65,180.0,top
D23,87.3,-114.4,0.0,top
D24,87.35,-109.9,0.0,top
D25,87.8,-103.1,90.0,top
H1,84.948,-100.477,0.0,top
H2,103.948,-114.477,0.0,top
H3,103.948,-100.477,0.0,top
J2,94.7,-107.3,180.0,bottom
S1,94.115,-103.331,0.0,top
S2,94.115,-112.15,0.0,top
